Name,Alternate Name,Position,Team,Minutes,Age,Height,Weight,Offensive Role,Perimeter Shot,Grade,Off-Ball Movement,Grade,One on One,Grade,Finishing,Grade,Roll Gravity,Grade,Playmaking,Grade,Post Play,Grade,Perimeter Defense,Grade,Interior Defense,Grade,OReb,Grade,DReb,Grade,Usage,Grade,Self Creation,Grade,Year,Advanced Position
Boban Marjanovic,Boban Marjanovic,C,DET,293,28,3-Jul,290,Versatile Bigs,0.002,F,0.577,C+,0,F,0.805,A-,0.825,A-,0.221,D-,0.669,B,0.217,D-,0.883,A-,0.924,A,0.891,A-,0.34,Low,0.577,High,2016-17,Big
Jake Layman,Jake Layman,SF,POR,265,23,9-Jun,210,Spot-up Wings,0.384,D+,0.642,B-,0.36,D+,0.139,F,0.252,D-,0.152,F,0.273,D,0.526,C,0.501,C,0.341,D+,0.148,F,0.198,Low,0.1412,Low,2016-17,Wing
Anthony Bennett,Anthony Bennett,PF,BRK,264,24,8-Jun,235,Tall Spot-up Wings,0.373,D+,0.406,C-,0.34,D,0.834,A-,0.531,C,0.179,F,0,F,0.267,D,0.07,F,0.86,A-,0.458,C-,0.304,Low,0.1127,Low,2016-17,Big
James Young,James Young,SG,BOS,259,21,6-Jun,215,Movement Wings,0.429,C-,0.415,C-,0.279,D,0.265,D,0.104,F,0.117,F,0.25,D-,0.584,C+,0.272,D,0.454,C-,0.261,D,0.097,Low,0.0758,Low,2016-17,Wing
Deyonta Davis,Deyonta Davis,C,MEM,249,20,10-Jun,240,Roll + Cut Bigs,0.002,F,0.371,D+,0.067,F,0.517,C,0.875,A-,0.057,F,0.848,A-,0.307,D,0.827,A-,0.772,B+,0.345,D+,0.069,Low,0.1431,Low,2016-17,Big
Marcelo Huertas,Marcelo Huertas,PG,LAL,237,34,3-Jun,200,Primary Creators,0.285,D,0.085,F,0.275,D,0.105,F,0.073,F,0.921,A,0,F,0.533,C,0.074,F,0.06,F,0.244,D-,0.359,Low,0.664,High,2016-17,Guard
Shawn Long,Shawn Long,C,PHI,234,24,9-Jun,255,Pick + Pop Bigs,0.344,D+,0.298,D,0.535,C,0.947,A,0.652,B-,0.582,C+,0,F,0.43,C-,0.634,B-,0.932,A,0.357,D+,0.481,Low,0.1631,Low,2016-17,Big
Jonathan Gibson,Jonathan Gibson,PG,DAL,231,29,2-Jun,185,Primary Creators,0.532,C,0.635,B-,0.215,D-,0.113,F,0.054,F,0.776,B+,0,F,0.489,C,0.071,F,0.062,F,0.324,D,0.545,Low,0.5273,High,2016-17,Guard
Rakeem Christmas,Rakeem Christmas,PF,IND,219,25,9-Jun,250,Roll + Cut Bigs,0.002,F,0.352,D+,0.158,F,0.269,D,0.523,C,0.073,F,0,F,0.197,F,0.371,D+,0.834,A-,0.158,F,0.081,Low,0.0528,Low,2016-17,Big
Archie Goodwin,Archie Goodwin,SG,BRK,214,22,5-Jun,205,Secondary Creators,0.301,D,0.246,D-,0.794,B+,0.607,B-,0.117,F,0.58,C+,0,F,0.401,C-,0.548,C+,0.312,D,0.181,F,0.438,Low,0.4805,Medium,2016-17,Wing
Briante Weber,Briante Weber,PG,CHO,205,24,2-Jun,165,Tall Creators,0.245,D-,0.142,F,0.39,D+,0.716,B,0.254,D-,0.566,C+,0.335,D,0.732,B,0.059,F,0.511,C,0.15,F,0.292,Low,0.5172,High,2016-17,Guard
Cheick Diallo,Cheick Diallo,PF,NOP,199,20,9-Jun,220,Glue Guys,0.002,F,0.425,C-,0.165,F,0.847,A-,0.75,B+,0.156,F,0.858,A-,0.481,C,0.036,F,0.844,A-,0.583,C+,0.288,Low,0.2538,Medium,2016-17,Wing
Malachi Richardson,Malachi Richardson,SG,SAC,198,21,6-Jun,205,Secondary Creators,0.336,D,0.377,D+,0.556,C+,0.088,F,0.133,F,0.344,D+,0.283,D,0.596,C+,0.15,F,0.207,D-,0.316,D,0.236,Low,0.3526,Medium,2016-17,Wing
Mike Scott,Mike Scott,PF,ATL,195,28,8-Jun,237,Pick + Pop Bigs,0.295,D,0.171,F,0.063,F,0.132,F,0.527,C,0.547,C+,0.402,C-,0.522,C,0.517,C,0.464,C,0.183,F,0.222,Low,0.0906,Low,2016-17,Big
Treveon Graham,Treveon Graham,SG,CHO,189,23,6-Jun,226,Spot-up Wings,0.363,D+,0.333,D,0.346,D+,0.061,F,0.21,D-,0.088,F,0.215,D-,0.681,B,0.101,F,0.201,D-,0.216,D-,0.07,Low,0.1268,Low,2016-17,Wing
Quinn Cook,Quinn Cook,PG,NOP,188,24,2-Jun,179,Primary Creators,0.458,C-,0.156,F,0.494,C,0.124,F,0.177,F,0.882,A-,0.248,D-,0.523,C,0.08,F,0.129,F,0.012,F,0.462,Low,0.6231,High,2016-17,Guard
Nicolas Laprovittola,Nicolas Laprovittola,PG,SAS,174,27,4-Jun,180,Secondary Creators,0.435,C-,0.09,F,0.233,D-,0.147,F,0.058,F,0.717,B,0,F,0.378,D+,0.111,F,0.031,F,0.08,F,0.349,Low,0.4196,Medium,2016-17,Guard
Marshall Plumlee,Marshall Plumlee,C,NYK,170,24,7-0,250,Versatile Bigs,0.002,F,0.227,D-,0.052,F,0.529,C,0.6,C+,0.244,D-,0.517,C,0.282,D,0.142,F,0.795,B+,0.228,D-,0.11,Low,0.2204,Low,2016-17,Big
Malik Beasley,Malik Beasley,SG,DEN,165,20,5-Jun,196,Movement Wings,0.355,D+,0.1,F,0.348,D+,0.645,B-,0.15,F,0.402,C-,0.398,D+,0.757,B+,0.201,D-,0.166,F,0.123,F,0.27,Low,0.2676,Medium,2016-17,Guard
Metta World Peace,Metta World Peace,SF,LAL,160,37,7-Jun,260,Glue Guys,0.346,D+,0.052,F,0.221,D-,0.074,F,0.244,D-,0.325,D,0,F,0.649,B-,0.125,F,0.172,F,0.331,D,0.269,Low,0.352,Medium,2016-17,Wing
Anthony Brown,Anthony Brown,SF,NOP,159,24,7-Jun,211,Spot-up Wings,0.32,D,0.096,F,0.335,D,0.086,F,0.079,F,0.339,D,0,F,0.516,C,0.3,D,0.61,B-,0.46,C-,0.236,Low,0.292,Medium,2016-17,Wing
Jordan Mickey,Jordan Mickey,PF,BOS,159,22,8-Jun,235,Roll + Cut Bigs,0.103,F,0.56,C+,0.229,D-,0.324,D,0.683,B,0.121,F,0.456,C-,0.41,C-,0.076,F,0.645,B-,0.136,F,0.126,Low,0.122,Low,2016-17,Big
Alex Poythress,Alex Poythress,PF,PHI,157,23,7-Jun,238,Tall Spot-up Wings,0.307,D,0.327,D,0.283,D,0.399,D+,0.433,C-,0.184,F,0.467,C,0.374,D+,0.523,C,0.671,B,0.057,F,0.49,Low,0.0221,Low,2016-17,Wing
Mike Miller,Mike Miller,SF,DEN,151,37,8-Jun,218,Spot-up Wings,0.388,D+,0.167,F,0.104,F,0,F,0.129,F,0.693,B,0,F,0.286,D,0.258,D-,0.119,F,0.628,B-,0.126,Low,0.125,Low,2016-17,Wing
Norris Cole,Norris Cole,PG,OKC,150,28,2-Jun,175,Primary Creators,0.27,D,0.048,F,0.315,D,0.084,F,0.165,F,0.417,C-,0,F,0.544,C+,0.079,F,0.025,F,0.097,F,0.342,Low,0.6275,High,2016-17,Guard
Henry Ellenson,Henry Ellenson,PF,DET,146,20,11-Jun,245,Pick + Pop Bigs,0.353,D+,0.104,F,0.185,F,0.38,D+,0.623,B-,0.2,F,0.394,D+,0.386,D+,0.639,B-,0.587,C+,0.464,C,0.331,Low,0.0737,Low,2016-17,Wing
Bobby Brown,Bobby Brown,PG,HOU,145,32,2-Jun,175,Primary Creators,0.569,C+,0.14,F,0.373,D+,0.05,F,0.092,F,0.552,C+,0,F,0.355,D+,0.051,F,0.014,F,0.014,F,0.287,Low,0.65,High,2016-17,Guard
Joel Anthony,Joel Anthony,C,SAS,137,34,9-Jun,245,Roll + Cut Bigs,0.002,F,0.256,D-,0.031,F,0.632,B-,0.379,D+,0.037,F,0,F,0.117,F,0.782,B+,0.324,D,0.413,C-,0.034,Low,0.0599,Low,2016-17,Big
Adreian Payne,Adreian Payne,PF,MIN,135,26,10-Jun,237,Pick + Pop Bigs,0.272,D,0.335,D,0.375,D+,0.185,F,0.494,C,0.245,D-,0.704,B,0.61,B-,0.592,C+,0.575,C+,0.394,D+,0.308,Low,0.1404,Low,2016-17,Big
Joe Young,Joe Young,PG,IND,135,25,2-Jun,180,Primary Creators,0.291,D,0.144,F,0.369,D+,0.149,F,0.067,F,0.672,B,0,F,0.594,C+,0.062,F,0.041,F,0.372,D+,0.304,Low,0.7023,High,2016-17,Guard
Ronnie Price,Ronnie Price,PG,PHO,134,34,2-Jun,190,Secondary Creators,0.274,D,0.05,F,0.163,F,0.019,F,0,F,0.601,B-,0,F,0.688,B,0.301,D,0.246,D-,0.101,F,0.106,Low,0.4331,Medium,2016-17,Guard
Udonis Haslem,Udonis Haslem,C,MIA,130,37,8-Jun,235,Roll + Cut Bigs,0.161,F,0.379,D+,0,F,0.521,C,0.577,C+,0.256,D-,0.702,B,0.382,D+,0.087,F,0.398,D+,0.441,C-,0.089,Low,0.034,Low,2016-17,Big
Nick Collison,Nick Collison,PF,OKC,128,36,10-Jun,255,Glue Guys,0.105,F,0.45,C-,0.029,F,0.758,B+,0.479,C,0.25,D-,0.773,B+,0.209,D-,0.692,B,0.53,C,0.127,F,0.088,Low,0.08,Low,2016-17,Big
Jared Sullinger,Jared Sullinger,PF,TOR,118,25,9-Jun,260,Pick + Pop Bigs,0.28,D,0.119,F,0.081,F,0.195,F,0.333,D,0.079,F,0,F,0.401,C-,0.678,B,0.437,C-,0.142,F,0.286,Low,0.1087,Low,2016-17,Big
Jarrod Uthoff,Jarrod Uthoff,PF,DAL,115,24,9-Jun,221,Glue Guys,0.266,D,0.258,D-,0.204,D-,0.231,D-,0.258,D-,0.624,B-,0,F,0.258,D-,0.06,F,0.546,C+,0.074,F,0.28,Low,0.2216,Low,2016-17,Wing
Chris Andersen,Chris Andersen,C,CLE,114,38,10-Jun,245,Roll + Cut Bigs,0.126,F,0.196,F,0.188,F,0.206,D-,0.429,C-,0.084,F,0,F,0.378,D+,0.834,A-,0.483,C,0.049,F,0.113,Low,0.1087,Low,2016-17,Big
Ryan Kelly,Ryan Kelly,PF,ATL,110,26,11-Jun,230,Pick + Pop Bigs,0.305,D,0.306,D,0.094,F,0.032,F,0.242,D-,0.285,D,0,F,0.427,C-,0.211,D-,0.037,F,0.29,D,0.124,Low,0.0943,Low,2016-17,Wing
CJ Wilcox,C.J. Wilcox,SG,ORL,108,26,5-Jun,195,Movement Wings,0.268,D,0.073,F,0.25,D-,0.025,F,0.052,F,0.343,D+,0,F,0.276,D,0.084,F,0.308,D,0.068,F,0.138,Low,0.292,Medium,2016-17,Guard
Stephen Zimmerman,Stephen Zimmerman,C,ORL,108,20,7-0,240,Versatile Bigs,0.002,F,0.071,F,0.144,F,0.166,F,0.329,D,0.107,F,0,F,0.189,F,0.069,F,0.577,C+,0.382,D+,0.105,Low,0.2115,Low,2016-17,Big
Christian Wood,Christian Wood,PF,CHO,107,21,11-Jun,220,Pick + Pop Bigs,0.196,F,0.108,F,0.09,F,0.8,B+,0.475,C,0.081,F,0,F,0.346,D+,0.107,F,0.745,B+,0.06,F,0.127,Low,0.0631,Low,2016-17,Big
Damian Jones,Damian Jones,C,GSW,106,22,7-0,245,Roll + Cut Bigs,0.002,F,0.185,F,0.113,F,0.676,B,0.542,C+,0.118,F,0.648,B-,0.332,D,0.724,B,0.565,C+,0.267,D,0.097,Low,0.0909,Low,2016-17,Big
Gary Payton II,Gary Payton,PG,MIL,99,24,3-Jun,190,Secondary Creators,0.247,D-,0.079,F,0.231,D-,0.143,F,0.181,F,0.78,B+,0,F,0.623,B-,0.625,B-,0.01,F,0.162,F,0.361,Low,0.4198,Medium,2016-17,Guard
Georges Niang,Georges Niang,PF,IND,93,24,8-Jun,230,Tall Spot-up Wings,0.249,D-,0.125,F,0.11,F,0.065,F,0.288,D,0.146,F,0.158,F,0.441,C-,0.22,D-,0.074,F,0.191,F,0.18,Low,0.1695,Low,2016-17,Wing
Anderson Varejao,Anderson Varejao,C,GSW,92,34,11-Jun,273,Roll + Cut Bigs,0.002,F,0.056,F,0.198,F,0.101,F,0.19,F,0.475,C,0,F,0.317,D,0.603,B-,0.688,B,0.388,D+,0.119,Low,0.177,Low,2016-17,Big
Alonzo Gee,Alonzo Gee,SF,DEN,89,30,6-Jun,225,Glue Guys,0.132,F,0.146,F,0.252,D-,0.046,F,0,F,0.129,F,0,F,0.611,B-,0.278,D,0.263,D,0.177,F,0.044,Low,0.1863,Low,2016-17,Wing
Tim Quarterman,Tim Quarterman,SG,POR,87,22,6-Jun,190,Secondary Creators,0.332,D,0.04,F,0.169,F,0.174,F,0.071,F,0.654,B-,0,F,0.391,D+,0.257,D-,0.433,C-,0.088,F,0.278,Low,0.4624,Medium,2016-17,Guard
Pierre Jackson,Pierre Jackson,PG,DAL,84,25,10-May,180,Primary Creators,0.262,D,0.083,F,0.321,D,0.128,F,0.06,F,0.929,A,0,F,0.461,C,0.161,F,0.051,F,0.103,F,0.41,Low,0.6824,High,2016-17,Guard
Chris McCullough,Chris McCullough,PF,BRK,80,22,9-Jun,215,Glue Guys,0.235,D-,0.275,D,0.19,F,0.233,D-,0.673,B,0.077,F,0.346,D+,0.28,D,0.443,C-,0.593,C+,0.053,F,0.178,Low,0.1515,Low,2016-17,Big
Daniel Ochefu,Daniel Ochefu,C,WAS,80,23,11-Jun,245,Versatile Bigs,0.002,F,0.225,D-,0.15,F,0.229,D-,0.423,C-,0.082,F,0,F,0.231,D-,0.062,F,0.214,D-,0.304,D,0.133,Low,0.2652,Medium,2016-17,Big
Johnny O'Bryant III,Johnny O'Bryant,PF,CHO,80,24,9-Jun,257,Roll + Cut Bigs,0.293,D,0.094,F,0.183,F,0.246,D-,0.633,B-,0.511,C,0,F,0.177,F,0.085,F,0.524,C,0.193,F,0.266,Low,0.0549,Low,2016-17,Big
Reggie Williams,Reggie Williams,SF,NOP,79,30,6-Jun,205,Spot-up Wings,0.334,D,0.19,F,0.227,D-,0.044,F,0.063,F,0.382,D+,0,F,0.435,C-,0.313,D,0.158,F,0.078,F,0.159,Low,0.0439,Low,2016-17,Wing
Tiago Splitter,Tiago Splitter,C,ATL,76,32,11-Jun,245,,0.252,D-,0.288,D,0.046,F,0.189,F,0.365,D+,0.481,C,0,F,0.122,F,0.714,B,0.583,C+,0.361,D+,0.358,Low,0.1944,Low,2016-17,Big
Jerryd Bayless,Jerryd Bayless,PG,PHI,71,28,3-Jun,200,Primary Creators,0.256,D-,0.035,F,0.342,D+,0.452,C-,0.131,F,0.866,A-,0,F,0.323,D,0.127,F,0.164,F,0.17,F,0.72,Medium,0.6687,High,2016-17,Guard
Isaiah Taylor,Isaiah Taylor,PG,HOU,62,22,3-Jun,170,Spot-up Wings,0.163,F,0.033,F,0.073,F,0.023,F,0.077,F,0.308,D,0,F,0.385,D+,0.099,F,0.076,F,0.023,F,0.064,Low,0.2857,Medium,2016-17,Guard
Jarell Eddie,Jarell Eddie,SF,PHO,62,25,7-Jun,218,Movement Wings,0.289,D,0.325,D,0.05,F,0.076,F,0.065,F,0.172,F,0.35,D+,0.385,D+,0.521,C,0.088,F,0.062,F,0.173,Low,0.0625,Low,2016-17,Wing
Joel Bolomboy,Joel Bolomboy,PF,UTA,62,23,9-Jun,235,Roll + Cut Bigs,0.202,D-,0.044,F,0.044,F,0.508,C,0.604,B-,0.194,F,0.356,D+,0.199,F,0.7,B,0.361,D+,0.172,F,0.124,Low,0,Low,2016-17,Big
Chinanu Onuaku,Chinanu Onuaku,C,HOU,52,20,10-Jun,245,Roll + Cut Bigs,0.002,F,0.16,F,0.098,F,0.21,D-,0.294,D,0.225,D-,0.367,D+,0.389,D+,0.019,F,0.111,F,0.051,F,0.081,Low,0.0909,Low,2016-17,Big
Kyle Wiltjer,Kyle Wiltjer,PF,HOU,49,24,10-Jun,240,Pick + Pop Bigs,0.264,D,0.025,F,0.048,F,0,F,0.115,F,0.083,F,0,F,0.491,C,0.398,D+,0.402,C-,0.14,F,0.137,Low,0.1282,Low,2016-17,Big
Marcus Georges-Hunt,Marcus Georges-Hunt,SG,ORL,48,23,6-Jun,220,Glue Guys,0.231,D-,0.042,F,0.058,F,0,F,0,F,0.422,C-,0,F,0.525,C,0.074,F,0.107,F,0.195,F,0.093,Low,0.2857,Medium,2016-17,Guard
Axel Toupane,Axel Toupane,SF,NOP,47,24,7-Jun,210,Secondary Creators,0.21,D-,0.135,F,0.042,F,0.006,F,0,F,0.131,F,0,F,0.296,D,0.328,D,0.016,F,0.004,F,0.051,Low,0.2941,Medium,2016-17,Wing
Jordan Hill,Jordan Hill,C,MIN,47,29,10-Jun,240,Versatile Bigs,0.002,F,0.029,F,0,F,0.183,F,0.146,F,0.073,F,0,F,0.171,F,0.271,D,0.602,B-,0.018,F,0.129,Low,0.3086,Medium,2016-17,Big
Dahntay Jones,Dahntay Jones,SF,CLE,45,36,6-Jun,225,Spot-up Wings,0.171,F,0.11,F,0.125,F,0.063,F,0,F,0.465,C,0,F,0.124,F,0.05,F,0.101,F,0.029,F,0.479,Low,0.125,Low,2016-17,Wing
Patricio Garino,Patricio Garino,SG,ORL,43,24,6-Jun,203,Spot-up Wings,0.192,F,0.031,F,0.056,F,0,F,0,F,0.153,F,0,F,0.206,D-,0.065,F,0.113,F,0.064,F,0.042,Low,0,Low,2016-17,Wing
Bruno Caboclo,Bruno Caboclo,SF,TOR,40,21,9-Jun,205,Spot-up Wings,0.258,D-,0.027,F,0.106,F,0.141,F,0.198,F,0.359,D+,0.425,C-,0.776,B+,0.206,D-,0.458,C-,0.138,F,0.206,Low,0.2143,Low,2016-17,Wing
Lamar Patterson,Lamar Patterson,SG,ATL,40,25,5-Jun,225,Primary Creators,0.208,D-,0.127,F,0.108,F,0.036,F,0,F,0.666,B,0,F,0.475,C,0.397,D+,0.07,F,0.113,F,0.326,Low,0.5882,High,2016-17,Guard
Greivis Vasquez,Greivis Vasquez,PG,BRK,39,30,6-Jun,217,Primary Creators,0.221,D-,0.023,F,0.075,F,0.002,F,0,F,0.204,D-,0,F,0.322,D,0.156,F,0.029,F,0.037,F,0.229,Low,0.5797,High,2016-17,Guard
Jordan Farmar,Jordan Farmar,PG,SAC,35,30,2-Jun,180,Secondary Creators,0.303,D,0.021,F,0.194,F,0.004,F,0,F,0.896,A-,0,F,0.606,B-,0.064,F,0.121,F,0.002,F,0.564,Medium,0.3333,Medium,2016-17,Guard
Jarrett Jack,Jarrett Jack,PG,NOP,33,33,3-Jun,200,Secondary Creators,0.155,F,0.017,F,0.083,F,0.008,F,0.148,F,0.641,B-,0,F,0.689,B,0.094,F,0.027,F,0.016,F,0.205,Low,0.6,High,2016-17,Guard
Michael Gbinije,Michael Gbinije,SG,DET,32,25,7-Jun,200,Tall Spot-up Wings,0.19,F,0.067,F,0.027,F,0.107,F,0,F,0.024,F,0,F,0.171,F,0.076,F,0.236,D-,0.01,F,0.078,Low,0.2273,Low,2016-17,Guard
Josh Huestis,Josh Huestis,PF,OKC,31,25,7-Jun,230,Glue Guys,0.26,D-,0.148,F,0.023,F,0.134,F,0.246,D-,0.659,B-,0.458,C-,0.315,D,0.454,C-,0.441,C-,0.131,F,0.253,Low,0,Low,2016-17,Wing
Justin Harper,Justin Harper,PF,PHI,31,27,10-Jun,225,Pick + Pop Bigs,0.241,D-,0.106,F,0.04,F,0.011,F,0.158,F,0.495,C,0,F,0.083,F,0.596,C+,0.125,F,0.076,F,0.321,Low,0,Low,2016-17,Big
Arinze Onuaku,Arinze Onuaku,C,ORL,28,29,9-Jun,255,Versatile Bigs,0.002,F,0.102,F,0,F,0,F,0,F,0.247,D-,0,F,0,F,0.054,F,0.187,F,0.006,F,0.023,Low,0.4688,Medium,2016-17,Big
Manny Harris,Manny Harris,SG,DAL,25,27,5-Jun,185,Tall Creators,0.179,F,0.038,F,0.213,D-,0.111,F,0,F,0.446,C-,0,F,0.124,F,0.048,F,0.296,D,0.084,F,0.359,Low,0.5495,High,2016-17,Guard
Mike Tobey,Mike Tobey,C,CHO,25,22,7-0,260,Tall Spot-up Wings,0.002,F,0.065,F,0,F,0.109,F,0.098,F,0.143,F,0,F,0.083,F,0.575,C+,0.273,D,0.025,F,0.056,Low,0,Low,2016-17,Big
Diamond Stone,Diamond Stone,C,LAC,24,20,11-Jun,255,Versatile Bigs,0.002,F,0.019,F,0.146,F,0.027,F,0.135,F,0.087,F,0,F,0.108,F,0.342,D+,0.023,F,0.027,F,0.26,Low,0.6173,High,2016-17,Big
Elijah Millsap,Elijah Millsap,SG,PHO,23,29,7-Jun,215,Tall Creators,0.13,F,0.015,F,0.038,F,0.097,F,0,F,0.231,D-,0,F,0.147,F,0.102,F,0.394,D+,0.008,F,0.252,Low,0.2857,Medium,2016-17,Wing
Steve Novak,Steve Novak,PF,MIL,22,34,10-Jun,225,Movement Wings,0.214,D-,0.063,F,0.071,F,0,F,0,F,0.045,F,0,F,0,F,0.067,F,0.021,F,0.082,F,0.029,Low,0,Low,2016-17,Wing
Gary Neal,Gary Neal,SG,ATL,18,32,4-Jun,210,Primary Creators,0.181,F,0.013,F,0.119,F,0,F,0,F,0.295,D,0,F,0.121,F,0.09,F,0.008,F,0.039,F,0.251,Low,0.5714,High,2016-17,Guard
Aaron Harrison,Aaron Harrison,SG,CHO,17,22,6-Jun,210,Secondary Creators,0.173,F,0.077,F,0.054,F,0,F,0.081,F,0.256,D-,0,F,0,F,0.392,D+,0.002,F,0.094,F,0.11,Low,0.4,Medium,2016-17,Wing
Demetrius Jackson,Demetrius Jackson,PG,BOS,17,22,1-Jun,201,Secondary Creators,0.216,D-,0.01,F,0.131,F,0.013,F,0,F,0.588,C+,0,F,0.298,D,0.271,D,0.177,F,0.021,F,0.24,Low,0.4,Medium,2016-17,Guard
John Jenkins,John Jenkins,SG,PHO,13,26,4-Jun,215,Secondary Creators,0.243,D-,0.008,F,0,F,0,F,0,F,0.374,D+,0,F,0.117,F,0.079,F,0.018,F,0.031,F,0.156,Low,0.5,High,2016-17,Wing
Larry Sanders,Larry Sanders,C,CLE,13,28,11-Jun,230,Roll + Cut Bigs,0.002,F,0.06,F,0,F,0.122,F,0.119,F,0.073,F,0,F,0,F,0.243,D-,0.39,D+,0.047,F,0.167,Low,0.1667,Low,2016-17,Big
John Lucas III,John Lucas III,PG,MIN,11,34,11-May,166,Primary Creators,0.167,F,0.002,F,0.079,F,0.021,F,0,F,0.094,F,0,F,0,F,0.102,F,0.006,F,0,F,0.087,Low,0,Low,2016-17,Guard
Ben Bentil,Ben Bentil,PF,DAL,10,22,9-Jun,235,Versatile Bigs,0.115,F,0.006,F,0,F,0,F,0.098,F,0.064,F,0,F,0.081,F,0.284,D,0.004,F,0.055,F,0.056,Low,0.5,High,2016-17,Big
Brice Johnson,Brice Johnson,PF,LAC,9,23,10-Jun,230,Versatile Bigs,0.002,F,0.058,F,0.035,F,0.038,F,0.256,D-,0.199,F,0.106,F,0.567,C+,0.458,C-,0.094,F,0.033,F,0.292,Low,0.3704,Medium,2016-17,Big
Jarnell Stokes,Jarnell Stokes,C,DEN,7,23,9-Jun,255,Roll + Cut Bigs,0.002,F,0,F,0,F,0.017,F,0.119,F,0.668,B,0,F,0,F,0.068,F,0.045,F,0.035,F,0.149,Low,0,Low,2016-17,Big
AJ Hammons,AJ Hammons,SF,DAL,0,24,7-0,260,Versatile Bigs,0.326,D,0.069,F,0.065,F,0,F,0.417,C-,0.248,D-,0,F,0.123,F,0.842,A-,0.292,D,0.164,F,0.076,Low,0.3101,Medium,2016-17,Wing
KJ McDaniels,KJ McDaniels,SF,HOU,0,24,6-Jun,205,Spot-up Wings,0.437,C-,0.154,F,0.84,A-,0,F,0.31,D,0.217,D-,0,F,0.287,D,0.532,C,0.491,C,0.524,C,0.154,Low,0.2433,Low,2016-17,Wing
RJ Hunter,RJ Hunter,SF,CHI,0,23,5-Jun,185,Spot-up Wings,0.118,F,0.004,F,0,F,0,F,0,F,0.07,F,0,F,0.187,F,0.079,F,0.012,F,0.043,F,0.004,Low,0,Low,2016-17,Wing
LeBron James,LeBron James,PF,CLE,"3,948",33,8-Jun,250,Tall Creators,0.856,A-,0.958,A,0.988,A,0.998,A,0.938,A,0.986,A,0.977,A,0.588,C+,0.863,A-,0.596,C+,0.926,A,0.994,High,0.7735,High,2017-18,Wing
Klay Thompson,Klay Thompson,SG,GSW,"3,300",27,7-Jun,215,Movement Wings,1,A,0.836,A-,0.602,B-,0.561,C+,0.755,B+,0.67,B,0.72,B,0.406,C-,0.596,C+,0.321,D,0.501,C,0.821,Medium,0.1957,Low,2017-18,Wing
Jrue Holiday,Jrue Holiday,SG,NOP,"3,275",27,4-Jun,205,Primary Creators,0.675,B,0.523,C,0.983,A,0.921,A,0.82,A-,0.842,A-,0.909,A,0.846,A-,0.558,C+,0.532,C,0.618,B-,0.942,High,0.5923,High,2017-18,Wing
Khris Middleton,Khris Middleton,SF,MIL,"3,257",26,8-Jun,234,Secondary Creators,0.83,A-,0.351,D+,0.869,A-,0.518,C,0.776,B+,0.829,A-,0.917,A,0.64,B-,0.527,C,0.249,D-,0.74,B+,0.924,High,0.487,Medium,2017-18,Wing
Bradley Beal,Bradley Beal,SG,WAS,"3,193",24,5-Jun,207,Primary Creators,0.916,A,0.637,B-,0.84,A-,0.899,A-,0.728,B,0.803,A-,0.882,A-,0.663,B,0.354,D+,0.288,D,0.375,D+,0.95,High,0.5193,High,2017-18,Guard
James Harden,James Harden,SG,HOU,"3,172",28,5-Jun,220,Mega Creators,0.953,A,0.963,A,1,A,0.853,A-,0.382,D+,0.985,A,0.716,B,0.684,B,0.454,C-,0.286,D,0.733,B,0.992,High,0.8667,High,2017-18,Guard
Russell Westbrook,Russell Westbrook,PG,OKC,"3,149",29,3-Jun,200,Mega Creators,0.608,B-,0.705,B,0.564,C+,0.82,A-,0.571,C+,0.987,A,0.579,C+,0.807,A-,0.637,B-,0.801,A-,0.994,A,0.998,High,0.7909,High,2017-18,Guard
Andrew Wiggins,Andrew Wiggins,SF,MIN,"3,143",22,8-Jun,202,Tall Creators,0.662,B,0.913,A,0.708,B,0.954,A,0.759,B+,0.466,C,0.923,A,0.453,C-,0.26,D-,0.653,B-,0.406,C-,0.823,Medium,0.5061,High,2017-18,Wing
Paul George,Paul George,SF,OKC,"3,142",27,9-Jun,220,Secondary Creators,0.968,A,0.83,A-,0.809,A-,0.766,B+,0.761,B+,0.913,A,0.778,B+,0.715,B,0.378,D+,0.471,C,0.703,B,0.913,High,0.5067,High,2017-18,Wing
Kevin Durant,Kevin Durant,SF,GSW,"3,132",29,9-Jun,240,Tall Creators,0.994,A,0.942,A,0.994,A,0.901,A,0.842,A-,0.96,A,0.932,A,0.386,D+,0.844,A-,0.291,D,0.761,B+,0.956,High,0.5995,High,2017-18,Wing
Jayson Tatum,Jayson Tatum,SF,BOS,"3,121",19,8-Jun,205,Glue Guys,0.944,A,0.828,A-,0.857,A-,0.559,C+,0.739,B,0.497,C,0.894,A-,0.666,B,0.785,B+,0.338,D,0.737,B,0.752,Medium,0.3793,Medium,2017-18,Wing
Draymond Green,Draymond Green,PF,GSW,"3,106",27,7-Jun,230,Glue Guys,0.545,C+,0.784,B+,0.683,B,0.816,A-,0.608,B-,0.958,A,0.488,C,0.712,B,0.931,A,0.607,B-,0.77,B+,0.832,Medium,0.2121,Low,2017-18,Big
Ben Simmons,Ben Simmons,PG,PHI,"3,101",21,10-Jun,230,Tall Creators,0.157,F,0.954,A,0.56,C+,0.992,A,0.894,A-,0.965,A,0.452,C-,0.757,B+,0.706,B,0.842,A-,0.894,A-,0.928,High,0.6738,High,2017-18,Guard
